,所在地址,小区名称,总价格,单价,房屋基本信息,房屋交易属性信息,房屋特色
20,"['洪山', '白沙洲']",['花样年锦绣城A区'],['115'],['10996'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共32层)', '建筑面积': '104.59㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共32层)', '建筑面积': '104.59㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '毛坯', '梯户比例': '两梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子在新二环边，一线看江，楼下就是洪山江滩', '小区介绍': '小区闹中取静，下楼就是洪山江滩，出门就是公交车直达武昌火车站，未来还有11-12号线地铁口', '适宜人群': '该房屋电梯房，中间楼层。一线看江无遮挡，适合喜欢看长江波澜壮阔的客户群体。下楼洪山江滩就是您的后花园，（PS：江滩不能遛宠物，只能偷偷摸摸的带进去）', '税费解析': '该房屋产权清晰，无抵押，无贷款。因为没有满二年所以有5.3%增值税，1%个税，1.5%契税。'}"
21,"['江夏', '纸坊']",['江南花山郡'],['107'],['9079'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共19层)', '建筑面积': '117.86㎡', '户型结构': '平层', '套内面积': '117.86㎡', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '高楼层 (共19层)', '建筑面积': '117.86㎡', '户型结构': '平层', '套内面积': '117.86㎡', '建筑类型': '板塔结合', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子证满二年、户型通透，楼层好，视野宽阔采光充足', '小区介绍': '开发商：武汉庙山城投集团有限公司 物业公司：武汉小竹物业管理有限公司。物业费：1.98元/平 小区总建筑面积553957平方米，38栋楼、4628户，小区内部人车分流，生活配套齐全', '交通出行': '小区东面江花大道、北面江夏大道出门公交车站，可以直达纸坊城区、光谷片区，距离7号线地铁谭鑫培站2000米'}"
22,"['洪山', '团结大道']",['保利城一期'],['164.5'],['15405'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '106.79㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '106.79㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板塔结合', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '店长推荐，保利南北三房，小区少有边户，满两年无贷款', '小区介绍': '武汉保利城项目位于武汉市洪山区铁机村，武昌徐东团结大道与铁机路交汇处，内环心约150万方城市体，小区环境干净整洁 安保到位，出小区交通便捷。', '户型介绍': '该房屋户型目前里面正规方正南北朝向的双阳台南向阳台看花园北向阳台不临街难得好户型空气对流全天阳光舒适惬', '交通出行': '十几条公交线路:64路内环, 215路,402路,502路, 530路内环, 534路, 540路,542路,552路,554路,573路, 577路, 581路, 583..小区出门即是公交车站，经过公交线路达28条之多，去往汉口、汉阳，交通便捷。'}"
23,"['东湖高新', '关山大道']",['长城坐标城九期'],['170'],['17830'],"{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共31层)', '建筑面积': '95.35㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨1卫', '所在楼层': '高楼层 (共31层)', '建筑面积': '95.35㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子两开间朝南，中间楼层，采光好，自住精装保养好', '小区介绍': '在关山大道上，旁边是光谷坐城等新兴写字楼住宅区，而光谷天地处于好地带。步行街广场面积很大，业态丰富，沃尔玛，必胜客，秀玉，老村长，老五烧烤，热风，海澜之家旗舰店，星巴克，仟吉良品铺子等，店铺林立', '适宜人群': '适合一家三口，四口人居住，小区楼间距比较宽，采光很好，离光谷六小，菜场，光谷天地比较近', '周边配套': '关山大道沿线572路，510路，529路，572路，586路，715路，733路，755路，757路，903路等多路公家车路线可到达小区 关山大道沿线多路有轨电车可直达光谷广场，江夏和光谷东软件新城'}"
24,"['汉阳', '钟家村']",['金桥港湾花园'],['140'],['11243'],"{'房屋户型': '3室1厅1厨1卫', '所在楼层': '中楼层 (共18层)', '建筑面积': '124.53㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室1厅1厨1卫', '所在楼层': '中楼层 (共18层)', '建筑面积': '124.53㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯五户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '房子楼层好，视野开阔，业主诚心卖，装修好', '小区介绍': '小区自带一个篮球场和网球场，平时就供小区居民娱乐，大门中间有个水池，带凉亭，可共休闲，大型小区。小区旁边有酒店，武商量贩，银行，幼儿园等', '户型介绍': '通透大三房，客厅，主卧（套了一个书房）朝南，次卧是朝西南的，通风性好，双面采光，中间楼层，视野开阔。房子是精装修，家具家电齐全', '周边配套': '小区地处鹦鹉大道杨泗庙，生活配套成熟，出小区门100米内就是金桥生鲜菜场，武商量贩，中百仓储；银行：建设银行，邮政储蓄银行，民生银行，交通银行，广发银行等'}"
25,"['江岸', '百步亭']",['名流世家'],['59'],['13786'],"{'房屋户型': '1室1厅1厨1卫', '所在楼层': '中楼层 (共9层)', '建筑面积': '42.8㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯二十户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '1室1厅1厨1卫', '所在楼层': '中楼层 (共9层)', '建筑面积': '42.8㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯二十户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '户型方正，产权清晰，交通便利，采光好，装修花了20万', '户型介绍': '房龄新，采光无遮挡，视野开阔，交通便利出行方便，正规小两居，面积利用合理 业主诚心出售。', '税费解析': '此房为商品房，老证满了2年，后期过户费用低，1%个人所得税，首套或者二套都是1%契税', '装修描述': '房子是精装，业主设计装修花了很多心思，户型格局改成了2房 随时拎包入住。'}"
26,"['蔡甸', '蔡甸城区']",['状元府'],['65'],['5314'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共25层)', '建筑面积': '122.33㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共25层)', '建筑面积': '122.33㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '小区是新小区 全新未住人 采光好 交通便利 配套齐全 南北通透.', '适宜人群': '小区环境安静公摊面积小,适应居家,还有陪读的家庭,出行方便,', '户型介绍': '中间楼层，无遮挡采光好，正规3房2厅2卫朝南阳台三开间格局，公摊面积小房间面积大，明厨明卫户型通透，三个房间都不在一起 互不打扰', '税费解析': '房子是商品房，正常首付二层，70年产权，首套房个税1%个点、契税1.5% ，增值税5.3%，'}"
27,"['洪山', '白沙洲']",['鄂旅投书院世家'],['95'],['9131'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '104.05㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '框架结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '中楼层 (共34层)', '建筑面积': '104.05㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南', '建筑结构': '框架结构', '装修情况': '精装', '梯户比例': '两梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '全新精装修，采光充足，楼栋位置好，业主诚心出售', '小区介绍': '鄂旅投书院世家位于武汉市洪山白沙洲，由武汉佳颂房地产有限公司建成，总建筑面积259261，总占地面积129672，共计房屋952户，小区物业公司为湖北省鄂旅投物业管理有限公司', '周边配套': '该项目西临青菱湖、东临青郑高速、西临武咸公路辅路、北临武汉科技大学，配套有湖北福星惠誉置业有限公司在武昌南大学园区开发的东澜岸广场，有大型购物的地方，影院，处于黄家湖的繁华商圈地段', '交通出行': '书院世家位于武汉市三环线和四环线中间，通达武汉三镇，5号线延长线到小区旁边，大约600米左右'}"
28,"['洪山', '白沙洲']",['东原启城二期'],['165'],['15024'],"{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共41层)', '建筑面积': '109.83㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '3室2厅1厨2卫', '所在楼层': '低楼层 (共41层)', '建筑面积': '109.83㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '板楼', '房屋朝向': '南 北', '建筑结构': '钢混结构', '装修情况': '精装', '梯户比例': '三梯四户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '产证满二 诚心出售，楼栋无遮挡 随时都可以看', '小区介绍': '开发商自带一级物业，24小时安保，人车分流。内部绿化35%，有水系景观，有儿童乐园，休闲设施齐全。', '户型介绍': '此户型为3房2厅1厨2卫。采光良好，三开间朝南户型。卫生间干湿分离。主卧带卫生间，动静分离', '周边配套': '烽火游园200米，胜利公园300米，胜利公园800米。洪山实小600米，华师附一中600米，规划武珞路分校300米。1公里内龙湖天街，妇幼医院'}"
29,"['江岸', '百步亭']",['福星惠誉榜YOUNG'],['100'],['13153'],"{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共32层)', '建筑面积': '76.03㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '三梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'房屋户型': '2室1厅1厨1卫', '所在楼层': '中楼层 (共32层)', '建筑面积': '76.03㎡', '户型结构': '平层', '套内面积': '暂无数据', '建筑类型': '塔楼', '房屋朝向': '南', '建筑结构': '钢混结构', '装修情况': '简装', '梯户比例': '三梯六户', '配备电梯': '有', '楼层高度': '暂无数据'}","{'核心卖点': '此房证已满两年，正规两房，全朝南户型，无浪费空间', '小区介绍': '小区是福星惠誉开发的，有六栋住宅和两栋公寓组成，自带底商，生活方便，建成年代2017年，小区环境好，物业是惠之美物业。', '售房详情': '此房业主长期闲置，随即便想处理多余房产，产权清晰，价格实惠，看房方便', '户型介绍': '此房为全朝南户型，客厅朝南带阳台，主卧次卧朝南带飘窗，明厨明卫，方正格局。'}"
