ID,type,type,coordinates,小区名,区域,户型,面积,朝向,装修风,楼层,房屋类,价格,备注,链接,properties.经纬度,properties.NEAR_FID,properties.NEAR_DIST,latitude,longitude
88,Feature,Point,"[114.216788665, 30.5266186503]",绿地悦澜湾,四新,3室2厅,92.34平米,南,精装,低楼层(共33层),板楼,145万,四新绿地悦澜湾 精装三房 带车位 老证 一线看湖无遮挡,https://wh.lianjia.com/ershoufang/104110780338.html,"114.217927,30.525812",27223,0.00139516711501,114.216788665,30.5266186503
89,Feature,Point,"[114.267042, 30.620539]",顶琇国际城,唐家墩,3室1厅,89.87平米,南 东 北,精装,中楼层(共48层),板塔结合,173万,唐家墩地铁口，精装三房，通透性好，房东诚心低价出售,https://wh.lianjia.com/ershoufang/104110780549.html,"114.267042,30.620539",53483,0.0,114.267042,30.620539
90,Feature,Point,"[114.301071027, 30.649737406]",统建同安家园,后湖,2室2厅,79.43平米,南,精装,中楼层(共34层),板楼,133万,同安家园南向两居 随时看房 满五唯一 临地铁,https://wh.lianjia.com/ershoufang/104110839432.html,"114.300814,30.650412",79179,0.000721900344311,114.301071027,30.649737406
91,Feature,Point,"[114.320740507, 30.5340239197]",武汉铁路大东门住宅小区,武昌火车站,4室1厅,66.65平米,南 北,简装,低楼层(共7层),板楼,142万,五年才出的一套好房子，带独立院子。懂的懂来看过,https://wh.lianjia.com/ershoufang/104110837441.html,"114.320738,30.533979",96090,4.49896564971e-05,114.320740507,30.5340239197
92,Feature,Point,"[114.488323875, 30.4756234538]",光谷满庭春MOMA,光谷东,3室2厅,87.58平米,南 北,精装,高楼层(共34层),板楼,155万,小区中间楼栋 中高楼层视野好 自住精装修随时看房,https://wh.lianjia.com/ershoufang/104110804118.html,"114.492446,30.473991",165144,0.00443360123655,114.488323875,30.4756234538
93,Feature,Point,"[114.25060233, 30.634699442]",福星华府,杨汊湖,3室2厅,88.78平米,南,精装,低楼层(共55层),板楼,160万,福星华府，小区中间安静，老证，南向三室，装修保养好,https://wh.lianjia.com/ershoufang/104110812295.html,"114.250497,30.634566",42353,0.000170003459607,114.25060233,30.634699442
94,Feature,Point,"[114.529628638, 30.4813618743]",朗诗里程,光谷东,3室1厅,107.83平米,南 北,精装,高楼层(共32层),板楼,213万,朗诗里程精装修三房两卫南北通透2020八期开盘,https://wh.lianjia.com/ershoufang/104110803531.html,"114.518202,30.479449",165424,0.0115856438781,114.529628638,30.4813618743
95,Feature,Point,"[114.315822872, 30.6146903988]",华发外滩首府,黄埔永清,3室2厅,132.12平米,南,毛坯,低楼层(共51层),板楼,595万,老证，前排无遮挡，视野开阔，前后双阳台,https://wh.lianjia.com/ershoufang/104110792033.html,"114.317501,30.615987",93832,0.00212068098635,114.315822872,30.6146903988
96,Feature,Point,"[114.342853973, 30.6005775353]",四美新村,徐东,3室1厅,85.76平米,南,精装,中楼层(共7层),板塔结合,175万,业主诚心出售，看房方便。直接拎包入住。,https://wh.lianjia.com/ershoufang/104110849783.html,"114.342814,30.600619",110097,5.75945491241e-05,114.342853973,30.6005775353
97,Feature,Point,"[114.415379, 30.49268]",光谷新世界汇贤邸,关山大道,3室2厅,134.78平米,东南,其他,中楼层(共32层),板塔结合,419万,东边户通透居家三房，中高楼层，随时签,https://wh.lianjia.com/ershoufang/104110813358.html,"114.415379,30.492680",151513,0.0,114.415379,30.49268
98,Feature,Point,"[114.48866837, 30.4771960055]",绿地光谷中心城,光谷东,4室2厅,143.23平米,南,精装,中楼层(共17层),板楼,343万,绿地光谷中心城 精装小高层 四居室 满二年 近地铁公园,https://wh.lianjia.com/ershoufang/104110815480.html,"114.498221,30.480996",165150,0.0102806954101,114.48866837,30.4771960055
99,Feature,Point,"[114.055605035, 30.5659772271]",中国核建锦城,蔡甸城区,3室2厅,120.19平米,南 北,毛坯,中楼层(共31层),板楼,85.8万,中核锦城  靠地铁近 中间楼层  证满边户 通透户型,https://wh.lianjia.com/ershoufang/104110838712.html,"114.058292,30.563471",1925,0.00367436459643,114.055605035,30.5659772271
100,Feature,Point,"[114.247802097, 30.626180766]",金色雅园金涛苑,长港路,3室2厅,123.49平米,南 北,精装,低楼层(共11层),板楼,270万,带金色雅园三期 老证 电梯  总价低 带露台 正地铁口,https://wh.lianjia.com/ershoufang/104110799676.html,"114.247822,30.626187",40384,2.08563131069e-05,114.247802097,30.626180766
101,Feature,Point,"[114.364166884, 30.5769714546]",东湖睿园,东湖东亭,2室2厅,92.35平米,南,简装,中楼层(共29层),板楼,208万,内环边4/8号线地铁口 东湖睿园 集中暖气 经典两室户型,https://wh.lianjia.com/ershoufang/104110869988.html,"114.364133,30.577258",122321,0.00028854183708,114.364166884,30.5769714546
102,Feature,Point,"[114.202294732, 30.5412438611]",南国明珠一期,王家湾,3室2厅,120.78平米,南,精装,中楼层(共11层),板楼,215万,南国明珠一期三房 老证无尾款 诚心出售,https://wh.lianjia.com/ershoufang/104110798611.html,"114.202833,30.540832",21106,0.000677762499369,114.202294732,30.5412438611
103,Feature,Point,"[114.421268431, 30.5073049988]",东湖广场,华科大,3室2厅,185.43平米,西南,简装,高楼层(共19层),板塔结合,239万,华科旁  大平层  DT口 诚心出售 两证满五,https://wh.lianjia.com/ershoufang/104110789218.html,"114.421283,30.507305",154552,1.45690863942e-05,114.421268431,30.5073049988
104,Feature,Point,"[114.363010031, 30.5954528552]",丽华苑,团结大道,2室1厅,79.98平米,南,精装,高楼层(共11层),板楼,120万,徐东小高层 绿化好 小户型客厅出阳台两居室,https://wh.lianjia.com/ershoufang/104110835913.html,"114.363235,30.595544",122160,0.000242731548549,114.363010031,30.5954528552
105,Feature,Point,"[114.323743092, 30.582108828]",绿地国际理想城五期,光谷南,4室2厅,120.22平米,南,精装,低楼层(共11层),板楼,245万,生物城旁 绿地五期 小高层 业主诚心出售,https://wh.lianjia.com/ershoufang/104110830596.html,"114.323567,30.582324",97443,0.000278042050801,114.323743092,30.582108828
106,Feature,Point,"[114.2236, 30.723534]",尚璟瑞府,盘龙城,3室2厅,102.37平米,南,其他,中楼层(共15层),板楼,107.5万,品质小区 精装3房 中间楼层 老证税少 园林绿化,https://wh.lianjia.com/ershoufang/104110869842.html,"114.223600,30.723534",28330,0.0,114.2236,30.723534
107,Feature,Point,"[114.264343766, 30.6721679668]",半岛蓝湾一三四期,将军路,3室2厅,93.59平米,南 北,精装,高楼层(共31层),板楼,122万,??贝壳优选 老证老证 南北通透 精装修 业主诚意出售,https://wh.lianjia.com/ershoufang/104110843674.html,"114.266162,30.669732",51308,0.00303972188351,114.264343766,30.6721679668
108,Feature,Point,"[114.39849539, 30.5312216941]",武汉市东湖医院宿舍,光谷广场,3室2厅,86.71平米,南 北,精装,低楼层(共3层),板楼,110万,急售精装东湖风湖景房 看房有密码 随时可以看房,https://wh.lianjia.com/ershoufang/104110781413.html,"114.398838,30.531772",141526,0.000648242389545,114.39849539,30.5312216941
109,Feature,Point,"[114.424697994, 30.4965784506]",金鑫国际,华科大,2室2厅,66.69平米,南,简装,低楼层(共34层),板塔结合,125万,正规两房户型明厨明卫，满两年，总价低,https://wh.lianjia.com/ershoufang/104110845055.html,"114.424491,30.496067",156169,0.000551750153833,114.424697994,30.4965784506
110,Feature,Point,"[114.192969446, 30.5473540064]",万科汉阳国际A区,王家湾,3室2厅,119.41平米,南,其他,低楼层(共33层),板楼,198万,万科物业，户型方正，老证低税，业主诚售。,https://wh.lianjia.com/ershoufang/104110801228.html,"114.192954,30.547166",19006,0.00018863982978,114.192969446,30.5473540064
111,Feature,Point,"[114.38277885, 30.5944961991]",福星惠誉东湖城二期,东湖东亭,3室2厅,114.37平米,西,精装,中楼层(共47层),板塔结合,225万,福星惠誉东湖城二期自住装修 可拎包入住 满二,https://wh.lianjia.com/ershoufang/104110782444.html,"114.382740,30.594577",133241,8.96552571866e-05,114.38277885,30.5944961991
112,Feature,Point,"[114.342279, 30.560286]",欣隆壹号公馆,四新,2室2厅,76.33平米,南,精装,低楼层(共29层),板楼,115万,四新 欣隆壹号公馆 全新未入住精装两房 老证税少,https://wh.lianjia.com/ershoufang/104110845483.html,"114.342279,30.560286",110505,0.0,114.342279,30.560286
113,Feature,Point,"[114.277800101, 30.5685471087]",光明馨城,杨园,3室2厅,106.43平米,东南,其他,中楼层(共32层),板楼,200万,此房证件齐全，中间楼层，采光好，通风好，视野好,https://wh.lianjia.com/ershoufang/104110845961.html,"114.279082,30.567808",62527,0.00147971170048,114.277800101,30.5685471087
114,Feature,Point,"[114.529628638, 30.4813618743]",朗诗里程,光谷东,2室2厅,70.64平米,南,精装,高楼层(共34层),板楼,137万,满二少税  诚心出售，高楼层采光好，地铁口精装两房,https://wh.lianjia.com/ershoufang/104110821480.html,"114.518202,30.479449",165424,0.0115856438781,114.529628638,30.4813618743
115,Feature,Point,"[114.347039982, 30.4819397362]",揽胜公园,珞狮南路,4室2厅,138.25平米,南 北,毛坯,高楼层(共31层),板楼,305万,南北朝向通透四房，中间楼层，清水毛坯，满二老证。,https://wh.lianjia.com/ershoufang/104110779961.html,"114.346575,30.481709",114328,0.000519083282695,114.347039982,30.4819397362
116,Feature,Point,"[114.250081937, 30.5409982144]",新长江香榭琴台墨园,钟家村,3室2厅,98.1平米,南,精装,中楼层(共33层),板楼,146万,此房产证满两年，中间楼层，采光通风好，户型方正,https://wh.lianjia.com/ershoufang/104110863676.html,"114.250073,30.541207",43485,0.000208976833238,114.250081937,30.5409982144
117,Feature,Point,"[114.222534102, 30.5770175826]",融侨锦江,宗关,3室2厅,124.19平米,南 北,精装,高楼层(共40层),板楼,279万,房子没有任何贷款抵押 交易简单 诚意出售 满五税少,https://wh.lianjia.com/ershoufang/104110860736.html,"114.222743,30.577271",29018,0.000328418563701,114.222534102,30.5770175826
118,Feature,Point,"[114.317809705, 30.4502731445]",世茂林屿岸,文化大道,3室1厅,90.8平米,南,精装,中楼层(共46层),板楼,135万,保养好，精装小三房，小区的环境优美，通透性好,https://wh.lianjia.com/ershoufang/104110854119.html,"114.320248,30.448341",95096,0.00311102312373,114.317809705,30.4502731445
119,Feature,Point,"[114.363802142, 30.5804068071]",正堂山外山,徐东,3室1厅,90.42平米,南,简装,低楼层(共40层),板楼,235万,双地铁 品质小区 看东湖  采光好,https://wh.lianjia.com/ershoufang/104110821848.html,"114.363748,30.580429",122314,5.85139384384e-05,114.363802142,30.5804068071
120,Feature,Point,"[114.342467329, 30.5824525187]",九坤秦南都汇,徐东,2室2厅,86.86平米,东南,简装,中楼层(共30层),板楼,156万,徐东销品茂 12年建商品房 二房+10平改成三房 满五 急,https://wh.lianjia.com/ershoufang/104110867936.html,"114.342367,30.582523",110338,0.000122611263306,114.342467329,30.5824525187
121,Feature,Point,"[114.417061044, 30.5056013283]",卧龙剑桥春天,关山大道,4室2厅,148.74平米,南 北,简装,低楼层(共11层),板楼,264万,剑桥春天 大四房 南北通透 前后无遮挡 业主诚心卖,https://wh.lianjia.com/ershoufang/104110850305.html,"114.417226,30.505586",151418,0.000165666427398,114.417061044,30.5056013283
122,Feature,Point,"[114.301071027, 30.649737406]",统建同安家园,后湖,3室2厅,138.95平米,北 南,精装,中楼层(共34层),板楼,195万,同安四期通透大三房，3/21双地铁口，中高楼层 老证！,https://wh.lianjia.com/ershoufang/104110792060.html,"114.300814,30.650412",79179,0.000721900344311,114.301071027,30.649737406
123,Feature,Point,"[114.336975408, 30.4838197092]",金地西岸故事,珞狮南路,3室2厅,93.24平米,南,简装,中楼层(共33层),板塔结合,148万,金地西岸通透三房 楼层佳视野好 采光通风效果很棒,https://wh.lianjia.com/ershoufang/104110826796.html,"114.336978,30.483777",107746,4.27877909189e-05,114.336975408,30.4838197092
124,Feature,Point,"[114.332266267, 30.4943060046]",大华南湖公园世家二期,新南湖,3室1厅,120.32平米,南 北,毛坯,中楼层(共6层),板楼,300万,大华二期小区中间清水毛坯，舒适中间楼层，采光良好。,https://wh.lianjia.com/ershoufang/104110835963.html,"114.332213,30.494306",105743,5.3266774558e-05,114.332266267,30.4943060046
125,Feature,Point,"[114.404168322, 30.4840290858]",中建大公馆一期,民族大道,3室2厅,106.81平米,南 北,毛坯,中楼层(共48层),板塔结合,288万,一期中间户型 楼层采光视野好 诚意出售,https://wh.lianjia.com/ershoufang/104110867995.html,"114.405240,30.483893",144943,0.00108028379632,114.404168322,30.4840290858
126,Feature,Point,"[114.055605035, 30.5659772271]",中国核建锦城,蔡甸城区,4室2厅,177.98平米,南 北,精装,中楼层(共33层),平房,127.6万,中核锦城，品质小区，复式楼 交通便利,https://wh.lianjia.com/ershoufang/104106066757.html,"114.058292,30.563471",1925,0.00367436459643,114.055605035,30.5659772271
127,Feature,Point,"[114.306727763, 30.6404204289]",银泰御华园,百步亭,4室2厅,150.78平米,东 南,毛坯,中楼层(共32层),板楼,358万,御华园品质4室、得房率84%！楼栋位置尤为好，南北花园,https://wh.lianjia.com/ershoufang/104109918493.html,"114.309433,30.639105",83799,0.00300809913689,114.306727763,30.6404204289
128,Feature,Point,"[114.31129091, 30.6440566754]",怡和苑北区,百步亭,3室2厅,126.86平米,东 南 北,简装,高楼层(共11层),板楼,195万,诚心出售 价格说明一切 百步亭电梯板式大3室2卫全明亮,https://wh.lianjia.com/ershoufang/104109499633.html,"114.310474,30.643716",88802,0.000885099811541,114.31129091,30.6440566754
129,Feature,Point,"[114.32757089, 30.6436398592]",现代城三区,百步亭,3室2厅,110.78平米,南 北,简装,高楼层(共31层),板塔结合,239万,解放大道沿线地铁口  居家三房两卫 看房随时 诚售！,https://wh.lianjia.com/ershoufang/104109496006.html,"114.327213,30.643927",100851,0.000458840864751,114.32757089,30.6436398592
130,Feature,Point,"[114.277125388, 30.6503761066]",梦湖香郡,塔子湖,3室1厅,97.49平米,南,毛坯,中楼层(共7层),板楼,194万,梦湖香郡别墅区里的小洋房公摊小，可观湖景，近8号线,https://wh.lianjia.com/ershoufang/104110669572.html,"114.277923,30.648890",61156,0.00168662306335,114.277125388,30.6503761066
131,Feature,Point,"[114.426917011, 30.397328296]",侨亚美苑,藏龙岛,3室2厅,152.48平米,南 北,简装,中楼层(共11层),板楼,112万,侨亚美苑，一梯两户，大四房2卫，户型通透！,https://wh.lianjia.com/ershoufang/104108550018.html,"114.426853,30.397330",157848,6.40334211901e-05,114.426917011,30.397328296
132,Feature,Point,"[114.322991441, 30.4799872739]",保利心语六期,珞狮南路,4室2厅,119.62平米,南 北,精装,高楼层(共24层),板楼,235万,保利六期 南北通透4房 附8平书房 满五年唯一 不临街,https://wh.lianjia.com/ershoufang/104110496231.html,"114.323675,30.479137",98672,0.00109097140725,114.322991441,30.4799872739
133,Feature,Point,"[114.247351595, 30.618345464]",福星城南区,长港路,3室2厅,94.22平米,东南,精装,32层,板楼,152万,房东急售 婚房装修 老证 中间楼层 店长推荐好房,https://wh.lianjia.com/ershoufang/104110867379.html,"114.247347,30.618360",40419,1.52450384695e-05,114.247351595,30.618345464
134,Feature,Point,"[114.292762945, 30.4879634509]",复地悦城二期,白沙洲,3室2厅,86.67平米,南,精装,低楼层(共34层),板楼,140万,"满二,精装修三房，业主诚心出售.不临高架,得房率高，!",https://wh.lianjia.com/ershoufang/104110866437.html,"114.292764,30.488633",74265,0.000669549928412,114.292762945,30.4879634509
